2023-05-12 12:05:05.963867374
2023-05-12 12:05:11.971463745
2023-05-12 12:05:16.979461344
2023-05-12 12:05:21.986508320
2023-05-12 12:05:26.995872056
2023-05-12 12:05:32.003457691
2023-05-12 12:05:37.010564935
2023-05-12 12:05:43.018570566
2023-05-12 12:05:48.027150092
2023-05-12 12:05:53.035019253
2023-05-12 12:05:58.043603231
2023-05-12 12:06:03.059631288
2023-05-12 12:06:09.076582379
2023-05-12 12:06:14.095599108
2023-05-12 12:06:19.108893518
2023-05-12 12:06:24.120818708
2023-05-12 12:06:29.129460785
2023-05-12 12:06:35.138673485
2023-05-12 12:06:40.154675831
2023-05-12 12:06:45.169839184
2023-05-12 12:06:50.178589904
2023-05-12 12:06:55.197445725
2023-05-12 12:07:01.208970513
2023-05-12 12:07:06.227618114
2023-05-12 12:07:11.243899163
2023-05-12 12:07:16.253664805
2023-05-12 12:07:21.271660662
2023-05-12 12:07:26.288985004
2023-05-12 12:07:32.301328683
2023-05-12 12:07:37.310644685
2023-05-12 12:07:42.327168251
2023-05-12 12:07:47.344440591
2023-05-12 12:07:52.354793280
2023-05-12 12:07:58.370836227
2023-05-12 12:08:03.382493528
2023-05-12 12:08:08.395629979
2023-05-12 12:08:13.409553058
2023-05-12 12:08:18.423445474
2023-05-12 12:08:24.433614978
2023-05-12 12:08:29.441684124
2023-05-12 12:08:34.448143350
2023-05-12 12:08:39.455989098
2023-05-12 12:08:45.468796691
2023-05-12 12:08:50.486774847
2023-05-12 12:08:55.496502533
2023-05-12 12:09:00.510023653
2023-05-12 12:09:05.527838719
2023-05-12 12:09:11.546469703
2023-05-12 12:09:16.555227855
2023-05-12 12:09:21.571495643
2023-05-12 12:09:26.580775725
2023-05-12 12:09:31.600445652
2023-05-12 12:09:37.607612139
2023-05-12 12:09:42.617386860
2023-05-12 12:09:47.628585621
2023-05-12 12:09:53.641469003
2023-05-12 12:09:58.651678611
2023-05-12 12:10:03.670283955
2023-05-12 12:10:09.688923801
2023-05-12 12:10:14.700552026
2023-05-12 12:10:19.710579402
2023-05-12 12:10:24.727812074
2023-05-12 12:10:29.737487074
2023-05-12 12:10:35.754615286
2023-05-12 12:10:40.763739851
2023-05-12 12:10:45.782569248
2023-05-12 12:10:50.790776588
2023-05-12 12:10:56.807457071
2023-05-12 12:11:01.817358449
2023-05-12 12:11:06.824803658
2023-05-12 12:11:11.833472011
2023-05-12 12:11:16.850696561
2023-05-12 12:11:22.863079679
2023-05-12 12:11:27.873332589
2023-05-12 12:11:32.892424629
2023-05-12 12:11:37.900536954
2023-05-12 12:11:43.908739230
2023-05-12 12:11:48.916761979
2023-05-12 12:11:53.935508804
2023-05-12 12:11:58.947825686
2023-05-12 12:12:03.956642511
2023-05-12 12:12:09.974588634
2023-05-12 12:12:14.988568990
2023-05-12 12:12:19.996697173
2023-05-12 12:12:25.017061840
2023-05-12 12:12:31.025594754
2023-05-12 12:12:36.037464954
2023-05-12 12:12:41.046816363
2023-05-12 12:12:46.053761354
2023-05-12 12:12:51.063526067
2023-05-12 12:12:57.073455445
2023-05-12 12:13:02.085322635
2023-05-12 12:13:07.092708305
2023-05-12 12:13:12.110516470
2023-05-12 12:13:18.121030982
2023-05-12 12:13:23.131519464
2023-05-12 12:13:28.146005857
2023-05-12 12:13:34.155652389
2023-05-12 12:13:39.162473550
2023-05-12 12:13:44.170509396
2023-05-12 12:13:50.184446186
2023-05-12 12:13:55.192221047
2023-05-12 12:14:00.202590662
2023-05-12 12:14:05.210429536
2023-05-12 12:14:10.219580699
2023-05-12 12:14:15.235719962
2023-05-12 12:14:21.243569604
2023-05-12 12:14:26.258509376
2023-05-12 12:14:31.269873236
2023-05-12 12:14:36.277279622
2023-05-12 12:14:41.285478565
2023-05-12 12:14:47.304252054
2023-05-12 12:14:52.311098340
2023-05-12 12:14:57.320873042
2023-05-12 12:15:02.329427350
2023-05-12 12:15:07.336446368
2023-05-12 12:15:13.344547267
2023-05-12 12:15:18.362017585
2023-05-12 12:15:23.374444618
2023-05-12 12:15:28.382822038
2023-05-12 12:15:33.401071348
2023-05-12 12:15:39.413631327
2023-05-12 12:15:44.431286774
2023-05-12 12:15:49.447031916
2023-05-12 12:15:54.462345597
2023-05-12 12:15:59.481639099
2023-05-12 12:16:04.489715631
2023-05-12 12:16:10.505634063
2023-05-12 12:16:15.522485435
2023-05-12 12:16:20.530591394
2023-05-12 12:16:25.545660223
2023-05-12 12:16:30.565974557
2023-05-12 12:16:36.574646823
2023-05-12 12:16:41.590100848
2023-05-12 12:16:46.604483562
2023-05-12 12:16:51.612656820
2023-05-12 12:16:57.622820910
2023-05-12 12:17:02.641482789
2023-05-12 12:17:07.658353893
2023-05-12 12:17:12.677465613
2023-05-12 12:17:18.686781090
2023-05-12 12:17:23.704107043
2023-05-12 12:17:28.714632589
2023-05-12 12:17:33.731242886
2023-05-12 12:17:38.744847431
2023-05-12 12:17:44.760017584
2023-05-12 12:17:49.778677877
2023-05-12 12:17:54.789458679
2023-05-12 12:17:59.796564471
2023-05-12 12:18:04.809668274
2023-05-12 12:18:10.827372753
2023-05-12 12:18:15.835071748
2023-05-12 12:18:20.854873074
2023-05-12 12:18:25.863554413
2023-05-12 12:18:30.879494023
2023-05-12 12:18:36.892087514
