2023-05-12 11:52:20.338366696
2023-05-12 11:52:23.396371559
2023-05-12 11:52:29.461666987
2023-05-12 11:52:35.354066844
2023-05-12 11:52:39.513412083
2023-05-12 11:52:45.736403664
2023-05-12 11:52:49.311213713
2023-05-12 11:52:54.328090353
2023-05-12 11:52:59.346945477
2023-05-12 11:53:04.358054932
2023-05-12 11:53:11.251516077
2023-05-12 11:53:15.553631635
2023-05-12 11:53:20.397040714
2023-05-12 11:53:25.404499665
2023-05-12 11:53:30.412575234
2023-05-12 11:53:35.430232130
2023-05-12 11:53:35.445642797
2023-05-12 11:53:40.462159456
2023-05-12 11:53:45.476195683
2023-05-12 11:53:52.623671216
2023-05-12 11:53:56.631991588
2023-05-12 11:54:01.498333896
2023-05-12 11:54:06.506049054
2023-05-12 11:54:11.512786699
2023-05-12 11:54:16.520235605
2023-05-12 11:54:21.526921786
2023-05-12 11:54:28.734993160
2023-05-12 11:54:32.697549715
2023-05-12 11:54:37.551080519
2023-05-12 11:54:42.559094347
2023-05-12 11:54:47.567627980
2023-05-12 11:54:52.578226395
2023-05-12 11:54:57.585932194
2023-05-12 11:55:04.950764965
2023-05-12 11:55:24.731765617
2023-05-12 11:55:29.774018286
2023-05-12 11:55:35.617453294
2023-05-12 11:55:41.629020029
2023-05-12 11:55:47.641530618
2023-05-12 11:55:52.823536378
2023-05-12 11:55:58.661810132
2023-05-12 11:56:03.671329783
2023-05-12 11:56:08.678690726
2023-05-12 11:56:14.697315539
2023-05-12 11:56:20.716036064
2023-05-12 11:56:25.723354384
2023-05-12 11:56:30.735489368
2023-05-12 11:56:31.743563816
2023-05-12 11:56:36.760531441
2023-05-12 11:56:41.773823357
2023-05-12 11:56:47.783035251
2023-05-12 11:56:55.834346228
2023-05-12 11:56:59.966871717
2023-05-12 11:57:04.823295514
2023-05-12 11:57:05.837562014
2023-05-12 11:57:05.851802343
2023-05-12 11:57:10.864747766
2023-05-12 11:57:15.882045146
2023-05-12 11:57:20.892085333
2023-05-12 11:57:26.911299754
2023-05-12 11:57:31.922147534
2023-05-12 11:57:36.934892181
2023-05-12 11:57:41.955377601
2023-05-12 11:57:47.971075384
2023-05-12 11:57:52.989593038
2023-05-12 11:57:57.998797881
2023-05-12 11:58:04.017531766
2023-05-12 11:58:09.036762878
2023-05-12 11:58:14.045818100
2023-05-12 11:58:19.058523007
2023-05-12 11:58:25.074071274
2023-05-12 11:58:30.083012196
2023-05-12 11:58:35.093895339
2023-05-12 11:58:40.111855902
2023-05-12 11:58:46.135305293
2023-05-12 11:58:51.144168730
2023-05-12 11:58:56.152177817
2023-05-12 11:59:01.159682842
2023-05-12 11:59:07.172959500
2023-05-12 11:59:12.189833965
2023-05-12 11:59:17.198266334
2023-05-12 11:59:22.211446563
2023-05-12 11:59:28.219090970
2023-05-12 11:59:33.227301501
2023-05-12 11:59:38.233784867
2023-05-12 11:59:43.244818232
2023-05-12 11:59:48.253062361
2023-05-12 11:59:54.260009516
2023-05-12 11:59:59.268655013
2023-05-12 12:00:04.276975545
2023-05-12 12:00:09.284541227
2023-05-12 12:00:14.291352890
2023-05-12 12:00:20.301167513
2023-05-12 12:00:25.315621834
2023-05-12 12:00:30.329467679
2023-05-12 12:00:35.342061146
2023-05-12 12:00:40.356240685
2023-05-12 12:00:46.366617253
2023-05-12 12:00:51.383716210
2023-05-12 12:00:56.394253933
2023-05-12 12:01:01.401056626
2023-05-12 12:01:06.412499775
2023-05-12 12:01:12.431608087
2023-05-12 12:01:17.447943048
2023-05-12 12:01:22.466671557
2023-05-12 12:01:27.485545247
2023-05-12 12:01:32.500227567
2023-05-12 12:01:38.509888922
2023-05-12 12:01:43.517358189
2023-05-12 12:01:48.534227324
2023-05-12 12:01:53.551926731
2023-05-12 12:01:58.749146371
2023-05-12 12:02:04.609821792
2023-05-12 12:02:09.596573350
2023-05-12 12:02:14.609261856
2023-05-12 12:02:19.619909441
2023-05-12 12:02:24.627115756
2023-05-12 12:02:29.636482916
2023-05-12 12:02:35.646265755
2023-05-12 12:02:40.654054908
2023-05-12 12:02:45.663564458
2023-05-12 12:02:50.671357820
2023-05-12 12:02:55.677809264
2023-05-12 12:03:01.685056507
2023-05-12 12:03:06.692042611
2023-05-12 12:03:11.700088715
2023-05-12 12:03:16.708642048
2023-05-12 12:03:22.719220892
2023-05-12 12:03:27.733116367
2023-05-12 12:03:32.746174118
2023-05-12 12:03:37.764124073
2023-05-12 12:03:43.781579321
2023-05-12 12:03:48.793316429
2023-05-12 12:03:53.800450094
2023-05-12 12:03:58.812002227
2023-05-12 12:04:03.830458159
2023-05-12 12:04:08.848797829
2023-05-12 12:04:14.860964657
2023-05-12 12:04:19.876268067
2023-05-12 12:04:24.893486520
2023-05-12 12:04:29.911534002
2023-05-12 12:04:34.920794464
2023-05-12 12:04:40.929463057
2023-05-12 12:04:45.936326815
2023-05-12 12:04:50.944475575
2023-05-12 12:04:55.954215808
2023-05-12 12:05:00.962074636
2023-05-12 12:05:05.969808183
2023-05-12 12:05:11.977827827
2023-05-12 12:05:16.985332234
2023-05-12 12:05:21.994466064
2023-05-12 12:05:27.001956014
2023-05-12 12:05:32.009217939
2023-05-12 12:05:37.016834925
2023-05-12 12:05:43.025642028
2023-05-12 12:05:48.034008564
2023-05-12 12:05:53.042138330
2023-05-12 12:05:58.055241016
2023-05-12 12:06:03.075138905
2023-05-12 12:06:09.093566077
2023-05-12 12:06:14.108029625
2023-05-12 12:06:19.118616902
2023-05-12 12:06:24.127490848
2023-05-12 12:06:29.136759289
2023-05-12 12:06:35.153004011
2023-05-12 12:06:40.168145821
2023-05-12 12:06:45.177586443
2023-05-12 12:06:50.196155481
2023-05-12 12:06:55.205213321
2023-05-12 12:07:01.225077495
2023-05-12 12:07:06.242306702
2023-05-12 12:07:11.251367993
2023-05-12 12:07:16.268991844
2023-05-12 12:07:21.287506644
2023-05-12 12:07:26.299523495
2023-05-12 12:07:32.308791608
2023-05-12 12:07:37.325991249
2023-05-12 12:07:42.342762398
2023-05-12 12:07:47.352851511
2023-05-12 12:07:52.368708484
2023-05-12 12:07:58.380527473
2023-05-12 12:08:03.393766334
2023-05-12 12:08:08.407931961
2023-05-12 12:08:13.422060384
2023-05-12 12:08:18.431605775
2023-05-12 12:08:24.440015210
2023-05-12 12:08:29.447155345
2023-05-12 12:08:34.454497643
2023-05-12 12:08:39.466498160
2023-05-12 12:08:45.484410810
2023-05-12 12:08:50.495310398
2023-05-12 12:08:55.508366765
2023-05-12 12:09:00.526040241
2023-05-12 12:09:05.544377029
2023-05-12 12:09:11.553460150
2023-05-12 12:09:16.570059843
2023-05-12 12:09:21.578635147
2023-05-12 12:09:26.598344952
2023-05-12 12:09:31.606169015
2023-05-12 12:09:37.616382945
2023-05-12 12:09:42.627153408
2023-05-12 12:09:47.640033208
2023-05-12 12:09:53.649755167
2023-05-12 12:09:58.669099703
2023-05-12 12:10:03.687054489
2023-05-12 12:10:09.698061555
2023-05-12 12:10:14.708447367
2023-05-12 12:10:19.725717960
2023-05-12 12:10:24.735254807
2023-05-12 12:10:29.751936146
2023-05-12 12:10:35.762009516
2023-05-12 12:10:40.780757331
2023-05-12 12:10:45.789075753
2023-05-12 12:10:50.805674047
2023-05-12 12:10:56.814611725
2023-05-12 12:11:01.823285765
2023-05-12 12:11:06.831940956
2023-05-12 12:11:11.848141479
2023-05-12 12:11:16.861535567
2023-05-12 12:11:22.872024668
2023-05-12 12:11:27.890218471
2023-05-12 12:11:32.899188389
2023-05-12 12:11:38.784544346
