680.0 KB	564507e8e000-564507f38000 r--p 00000000 08:00 290860                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/target/release/controller
  1.5 MB	7c36fef6c000-7c36ff0e6000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c36ff0e6000-7c377f0e6000 ---p 00000000 00:00 0 
  1.1 MB	7c377f0e6000-7c377f206000 rw-p 00000000 00:00 0 
  6.0 GB	7c377f206000-7c38ff0e6000 ---p 00000000 00:00 0 
  4.0 KB	7c38ff0e6000-7c38ff0e7000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c38ff0e7000-7c38ff20f000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c38ff20f000-7c38ff389000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c38ff389000-7c397f389000 ---p 00000000 00:00 0 
  1.1 MB	7c397f389000-7c397f4a9000 rw-p 00000000 00:00 0 
  6.0 GB	7c397f4a9000-7c3aff389000 ---p 00000000 00:00 0 
  4.0 KB	7c3aff389000-7c3aff38a000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c3aff38a000-7c3aff4b2000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c3aff4b2000-7c3aff62c000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c3aff62c000-7c3b7f62c000 ---p 00000000 00:00 0 
  1.1 MB	7c3b7f62c000-7c3b7f74c000 rw-p 00000000 00:00 0 
  6.0 GB	7c3b7f74c000-7c3cff62c000 ---p 00000000 00:00 0 
  4.0 KB	7c3cff62c000-7c3cff62d000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c3cff62d000-7c3cff755000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c3cff755000-7c3cff8cf000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c3cff8cf000-7c3d7f8cf000 ---p 00000000 00:00 0 
  1.1 MB	7c3d7f8cf000-7c3d7f9ef000 rw-p 00000000 00:00 0 
  6.0 GB	7c3d7f9ef000-7c3eff8cf000 ---p 00000000 00:00 0 
  4.0 KB	7c3eff8cf000-7c3eff8d0000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c3eff8d0000-7c3eff9f8000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c3eff9f8000-7c3effb72000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c3effb72000-7c3f7fb72000 ---p 00000000 00:00 0 
  1.1 MB	7c3f7fb72000-7c3f7fc92000 rw-p 00000000 00:00 0 
  6.0 GB	7c3f7fc92000-7c40ffb72000 ---p 00000000 00:00 0 
  4.0 KB	7c40ffb72000-7c40ffb73000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c40ffb73000-7c40ffc9b000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c40ffc9b000-7c40ffe15000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c40ffe15000-7c417fe15000 ---p 00000000 00:00 0 
  1.1 MB	7c417fe15000-7c417ff35000 rw-p 00000000 00:00 0 
  6.0 GB	7c417ff35000-7c42ffe15000 ---p 00000000 00:00 0 
  4.0 KB	7c42ffe15000-7c42ffe16000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c42ffe16000-7c42fff3e000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c42fff3e000-7c43000b8000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c43000b8000-7c43800b8000 ---p 00000000 00:00 0 
  1.1 MB	7c43800b8000-7c43801d8000 rw-p 00000000 00:00 0 
  6.0 GB	7c43801d8000-7c45000b8000 ---p 00000000 00:00 0 
  4.0 KB	7c45000b8000-7c45000b9000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c45000b9000-7c45001e1000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c45001e1000-7c450035b000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c450035b000-7c458035b000 ---p 00000000 00:00 0 
  1.1 MB	7c458035b000-7c458047b000 rw-p 00000000 00:00 0 
  6.0 GB	7c458047b000-7c470035b000 ---p 00000000 00:00 0 
  4.0 KB	7c470035b000-7c470035c000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c470035c000-7c4700484000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c4700484000-7c47005fe000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c47005fe000-7c47805fe000 ---p 00000000 00:00 0 
  1.1 MB	7c47805fe000-7c478071e000 rw-p 00000000 00:00 0 
  6.0 GB	7c478071e000-7c49005fe000 ---p 00000000 00:00 0 
  4.0 KB	7c49005fe000-7c49005ff000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c49005ff000-7c4900727000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c4900727000-7c49008a1000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c49008a1000-7c49808a1000 ---p 00000000 00:00 0 
  1.1 MB	7c49808a1000-7c49809c1000 rw-p 00000000 00:00 0 
  6.0 GB	7c49809c1000-7c4b008a1000 ---p 00000000 00:00 0 
  4.0 KB	7c4b008a1000-7c4b008a2000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c4b008a2000-7c4b009ca000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c4b009ca000-7c4b00b44000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c4b00b44000-7c4b80b44000 ---p 00000000 00:00 0 
  1.1 MB	7c4b80b44000-7c4b80c64000 rw-p 00000000 00:00 0 
  6.0 GB	7c4b80c64000-7c4d00b44000 ---p 00000000 00:00 0 
  4.0 KB	7c4d00b44000-7c4d00b45000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c4d00b45000-7c4d00c6d000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c4d00c6d000-7c4d00de7000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c4d00de7000-7c4d80de7000 ---p 00000000 00:00 0 
  1.1 MB	7c4d80de7000-7c4d80f07000 rw-p 00000000 00:00 0 
  6.0 GB	7c4d80f07000-7c4f00de7000 ---p 00000000 00:00 0 
  4.0 KB	7c4f00de7000-7c4f00de8000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c4f00de8000-7c4f00f10000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c4f00f10000-7c4f0108a000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c4f0108a000-7c4f8108a000 ---p 00000000 00:00 0 
  1.1 MB	7c4f8108a000-7c4f811aa000 rw-p 00000000 00:00 0 
  6.0 GB	7c4f811aa000-7c510108a000 ---p 00000000 00:00 0 
  4.0 KB	7c510108a000-7c510108b000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c510108b000-7c51011b3000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c51011b3000-7c510132d000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c510132d000-7c518132d000 ---p 00000000 00:00 0 
  1.1 MB	7c518132d000-7c518144d000 rw-p 00000000 00:00 0 
  6.0 GB	7c518144d000-7c530132d000 ---p 00000000 00:00 0 
  4.0 KB	7c530132d000-7c530132e000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c530132e000-7c5301456000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c5301456000-7c53015d0000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c53015d0000-7c53815d0000 ---p 00000000 00:00 0 
  1.1 MB	7c53815d0000-7c53816f0000 rw-p 00000000 00:00 0 
  6.0 GB	7c53816f0000-7c55015d0000 ---p 00000000 00:00 0 
  4.0 KB	7c55015d0000-7c55015d1000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c55015d1000-7c55016f9000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c55016f9000-7c5501873000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c5501873000-7c5581873000 ---p 00000000 00:00 0 
  1.1 MB	7c5581873000-7c5581993000 rw-p 00000000 00:00 0 
  6.0 GB	7c5581993000-7c5701873000 ---p 00000000 00:00 0 
  4.0 KB	7c5701873000-7c5701874000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c5701874000-7c570199c000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c570199c000-7c5701b16000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c5701b16000-7c5781b16000 ---p 00000000 00:00 0 
  1.1 MB	7c5781b16000-7c5781c36000 rw-p 00000000 00:00 0 
  6.0 GB	7c5781c36000-7c5901b16000 ---p 00000000 00:00 0 
  4.0 KB	7c5901b16000-7c5901b17000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c5901b17000-7c5901c3f000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c5901c3f000-7c5901db9000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c5901db9000-7c5981db9000 ---p 00000000 00:00 0 
  1.1 MB	7c5981db9000-7c5981ed9000 rw-p 00000000 00:00 0 
  6.0 GB	7c5981ed9000-7c5b01db9000 ---p 00000000 00:00 0 
  4.0 KB	7c5b01db9000-7c5b01dba000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c5b01dba000-7c5b01ee2000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c5b01ee2000-7c5b0205c000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c5b0205c000-7c5b8205c000 ---p 00000000 00:00 0 
  1.1 MB	7c5b8205c000-7c5b8217c000 rw-p 00000000 00:00 0 
  6.0 GB	7c5b8217c000-7c5d0205c000 ---p 00000000 00:00 0 
  4.0 KB	7c5d0205c000-7c5d0205d000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c5d0205d000-7c5d02185000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c5d02185000-7c5d022ff000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c5d022ff000-7c5d822ff000 ---p 00000000 00:00 0 
  1.1 MB	7c5d822ff000-7c5d8241f000 rw-p 00000000 00:00 0 
  6.0 GB	7c5d8241f000-7c5f022ff000 ---p 00000000 00:00 0 
  4.0 KB	7c5f022ff000-7c5f02300000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c5f02300000-7c5f02428000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c5f02428000-7c5f025a2000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c5f025a2000-7c5f825a2000 ---p 00000000 00:00 0 
  1.1 MB	7c5f825a2000-7c5f826c2000 rw-p 00000000 00:00 0 
  6.0 GB	7c5f826c2000-7c61025a2000 ---p 00000000 00:00 0 
  4.0 KB	7c61025a2000-7c61025a3000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c61025a3000-7c61026cb000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c61026cb000-7c6102845000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c6102845000-7c6182845000 ---p 00000000 00:00 0 
  1.1 MB	7c6182845000-7c6182965000 rw-p 00000000 00:00 0 
  6.0 GB	7c6182965000-7c6302845000 ---p 00000000 00:00 0 
  4.0 KB	7c6302845000-7c6302846000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c6302846000-7c630296e000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c630296e000-7c6302ae8000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c6302ae8000-7c6382ae8000 ---p 00000000 00:00 0 
  1.1 MB	7c6382ae8000-7c6382c08000 rw-p 00000000 00:00 0 
  6.0 GB	7c6382c08000-7c6502ae8000 ---p 00000000 00:00 0 
  4.0 KB	7c6502ae8000-7c6502ae9000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c6502ae9000-7c6502c11000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c6502c11000-7c6502d8b000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c6502d8b000-7c6582d8b000 ---p 00000000 00:00 0 
  1.1 MB	7c6582d8b000-7c6582eab000 rw-p 00000000 00:00 0 
  6.0 GB	7c6582eab000-7c6702d8b000 ---p 00000000 00:00 0 
  4.0 KB	7c6702d8b000-7c6702d8c000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c6702d8c000-7c6702eb4000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c6702eb4000-7c670302e000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c670302e000-7c678302e000 ---p 00000000 00:00 0 
  1.1 MB	7c678302e000-7c678314e000 rw-p 00000000 00:00 0 
  6.0 GB	7c678314e000-7c690302e000 ---p 00000000 00:00 0 
  4.0 KB	7c690302e000-7c690302f000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c690302f000-7c6903157000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c6903157000-7c69032d1000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c69032d1000-7c69832d1000 ---p 00000000 00:00 0 
  1.1 MB	7c69832d1000-7c69833f1000 rw-p 00000000 00:00 0 
  6.0 GB	7c69833f1000-7c6b032d1000 ---p 00000000 00:00 0 
  4.0 KB	7c6b032d1000-7c6b032d2000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c6b032d2000-7c6b033fa000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c6b033fa000-7c6b03574000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c6b03574000-7c6b83574000 ---p 00000000 00:00 0 
  1.1 MB	7c6b83574000-7c6b83694000 rw-p 00000000 00:00 0 
  6.0 GB	7c6b83694000-7c6d03574000 ---p 00000000 00:00 0 
  4.0 KB	7c6d03574000-7c6d03575000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7c6d03575000-7c6d0369d000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7c6d0369d000-7c6d03817000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7c6d03817000-7c6d83817000 ---p 00000000 00:00 0 
  1.1 MB	7c6d83817000-7c6d83937000 rw-p 00000000 00:00 0 
  6.0 GB	7c6d83937000-7c6f03817000 ---p 00000000 00:00 0 
