680.0 KB	564507e8e000-564507f38000 r--p 00000000 08:00 290860                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/target/release/controller
  1.2 MB	791cb9688000-791cb97b0000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	791cb97b0000-791cb992a000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	791cb992a000-791d3992a000 ---p 00000000 00:00 0 
  1.1 MB	791d3992a000-791d39a4a000 rw-p 00000000 00:00 0 
  6.0 GB	791d39a4a000-791eb992a000 ---p 00000000 00:00 0 
  4.0 KB	791eb992a000-791eb992b000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	791eb992b000-791eb9a53000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	791eb9a53000-791eb9bcd000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	791eb9bcd000-791f39bcd000 ---p 00000000 00:00 0 
  1.1 MB	791f39bcd000-791f39ced000 rw-p 00000000 00:00 0 
  6.0 GB	791f39ced000-7920b9bcd000 ---p 00000000 00:00 0 
  4.0 KB	7920b9bcd000-7920b9bce000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7920b9bce000-7920b9cf6000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7920b9cf6000-7920b9e70000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7920b9e70000-792139e70000 ---p 00000000 00:00 0 
  1.1 MB	792139e70000-792139f90000 rw-p 00000000 00:00 0 
  6.0 GB	792139f90000-7922b9e70000 ---p 00000000 00:00 0 
  4.0 KB	7922b9e70000-7922b9e71000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7922b9e71000-7922b9f99000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7922b9f99000-7922ba113000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7922ba113000-79233a113000 ---p 00000000 00:00 0 
  1.1 MB	79233a113000-79233a233000 rw-p 00000000 00:00 0 
  6.0 GB	79233a233000-7924ba113000 ---p 00000000 00:00 0 
  4.0 KB	7924ba113000-7924ba114000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7924ba114000-7924ba23c000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7924ba23c000-7924ba3b6000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7924ba3b6000-79253a3b6000 ---p 00000000 00:00 0 
  1.1 MB	79253a3b6000-79253a4d6000 rw-p 00000000 00:00 0 
  6.0 GB	79253a4d6000-7926ba3b6000 ---p 00000000 00:00 0 
  4.0 KB	7926ba3b6000-7926ba3b7000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7926ba3b7000-7926ba4df000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7926ba4df000-7926ba659000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7926ba659000-79273a659000 ---p 00000000 00:00 0 
  1.1 MB	79273a659000-79273a779000 rw-p 00000000 00:00 0 
  6.0 GB	79273a779000-7928ba659000 ---p 00000000 00:00 0 
  4.0 KB	7928ba659000-7928ba65a000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7928ba65a000-7928ba782000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7928ba782000-7928ba8fc000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7928ba8fc000-79293a8fc000 ---p 00000000 00:00 0 
  1.1 MB	79293a8fc000-79293aa1c000 rw-p 00000000 00:00 0 
  6.0 GB	79293aa1c000-792aba8fc000 ---p 00000000 00:00 0 
  4.0 KB	792aba8fc000-792aba8fd000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	792aba8fd000-792abaa25000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	792abaa25000-792abab9f000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	792abab9f000-792b3ab9f000 ---p 00000000 00:00 0 
  1.1 MB	792b3ab9f000-792b3acbf000 rw-p 00000000 00:00 0 
  6.0 GB	792b3acbf000-792cbab9f000 ---p 00000000 00:00 0 
  4.0 KB	792cbab9f000-792cbaba0000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	792cbaba0000-792cbacc8000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	792cbacc8000-792cbae42000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	792cbae42000-792d3ae42000 ---p 00000000 00:00 0 
  1.1 MB	792d3ae42000-792d3af62000 rw-p 00000000 00:00 0 
  6.0 GB	792d3af62000-792ebae42000 ---p 00000000 00:00 0 
  4.0 KB	792ebae42000-792ebae43000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	792ebae43000-792ebaf6b000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	792ebaf6b000-792ebb0e5000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	792ebb0e5000-792f3b0e5000 ---p 00000000 00:00 0 
  1.1 MB	792f3b0e5000-792f3b205000 rw-p 00000000 00:00 0 
  6.0 GB	792f3b205000-7930bb0e5000 ---p 00000000 00:00 0 
  4.0 KB	7930bb0e5000-7930bb0e6000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7930bb0e6000-7930bb20e000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7930bb20e000-7930bb388000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7930bb388000-79313b388000 ---p 00000000 00:00 0 
  1.1 MB	79313b388000-79313b4a8000 rw-p 00000000 00:00 0 
  6.0 GB	79313b4a8000-7932bb388000 ---p 00000000 00:00 0 
  4.0 KB	7932bb388000-7932bb389000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7932bb389000-7932bb4b1000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7932bb4b1000-7932bb62b000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7932bb62b000-79333b62b000 ---p 00000000 00:00 0 
  1.1 MB	79333b62b000-79333b74b000 rw-p 00000000 00:00 0 
  6.0 GB	79333b74b000-7934bb62b000 ---p 00000000 00:00 0 
  4.0 KB	7934bb62b000-7934bb62c000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7934bb62c000-7934bb754000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7934bb754000-7934bb8ce000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7934bb8ce000-79353b8ce000 ---p 00000000 00:00 0 
  1.1 MB	79353b8ce000-79353b9ee000 rw-p 00000000 00:00 0 
  6.0 GB	79353b9ee000-7936bb8ce000 ---p 00000000 00:00 0 
  4.0 KB	7936bb8ce000-7936bb8cf000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7936bb8cf000-7936bb9f7000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7936bb9f7000-7936bbb71000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7936bbb71000-79373bb71000 ---p 00000000 00:00 0 
  1.1 MB	79373bb71000-79373bc91000 rw-p 00000000 00:00 0 
  6.0 GB	79373bc91000-7938bbb71000 ---p 00000000 00:00 0 
  4.0 KB	7938bbb71000-7938bbb72000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7938bbb72000-7938bbc9a000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7938bbc9a000-7938bbe14000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7938bbe14000-79393be14000 ---p 00000000 00:00 0 
  1.1 MB	79393be14000-79393bf34000 rw-p 00000000 00:00 0 
  6.0 GB	79393bf34000-793abbe14000 ---p 00000000 00:00 0 
  4.0 KB	793abbe14000-793abbe15000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	793abbe15000-793abbf3d000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	793abbf3d000-793abc0b7000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	793abc0b7000-793b3c0b7000 ---p 00000000 00:00 0 
  1.1 MB	793b3c0b7000-793b3c1d7000 rw-p 00000000 00:00 0 
  6.0 GB	793b3c1d7000-793cbc0b7000 ---p 00000000 00:00 0 
  4.0 KB	793cbc0b7000-793cbc0b8000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	793cbc0b8000-793cbc1e0000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	793cbc1e0000-793cbc35a000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	793cbc35a000-793d3c35a000 ---p 00000000 00:00 0 
  1.1 MB	793d3c35a000-793d3c47a000 rw-p 00000000 00:00 0 
  6.0 GB	793d3c47a000-793ebc35a000 ---p 00000000 00:00 0 
  4.0 KB	793ebc35a000-793ebc35b000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	793ebc35b000-793ebc483000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	793ebc483000-793ebc5fd000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	793ebc5fd000-793f3c5fd000 ---p 00000000 00:00 0 
  1.1 MB	793f3c5fd000-793f3c71d000 rw-p 00000000 00:00 0 
  6.0 GB	793f3c71d000-7940bc5fd000 ---p 00000000 00:00 0 
  4.0 KB	7940bc5fd000-7940bc5fe000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7940bc5fe000-7940bc726000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7940bc726000-7940bc8a0000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7940bc8a0000-79413c8a0000 ---p 00000000 00:00 0 
  1.1 MB	79413c8a0000-79413c9c0000 rw-p 00000000 00:00 0 
  6.0 GB	79413c9c0000-7942bc8a0000 ---p 00000000 00:00 0 
  4.0 KB	7942bc8a0000-7942bc8a1000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7942bc8a1000-7942bc9c9000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7942bc9c9000-7942bcb43000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7942bcb43000-79433cb43000 ---p 00000000 00:00 0 
  1.1 MB	79433cb43000-79433cc63000 rw-p 00000000 00:00 0 
  6.0 GB	79433cc63000-7944bcb43000 ---p 00000000 00:00 0 
  4.0 KB	7944bcb43000-7944bcb44000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7944bcb44000-7944bcc6c000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7944bcc6c000-7944bcde6000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7944bcde6000-79453cde6000 ---p 00000000 00:00 0 
  1.1 MB	79453cde6000-79453cf06000 rw-p 00000000 00:00 0 
  6.0 GB	79453cf06000-7946bcde6000 ---p 00000000 00:00 0 
  4.0 KB	7946bcde6000-7946bcde7000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7946bcde7000-7946bcf0f000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7946bcf0f000-7946bd089000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7946bd089000-79473d089000 ---p 00000000 00:00 0 
  1.1 MB	79473d089000-79473d1a9000 rw-p 00000000 00:00 0 
  6.0 GB	79473d1a9000-7948bd089000 ---p 00000000 00:00 0 
  4.0 KB	7948bd089000-7948bd08a000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7948bd08a000-7948bd1b2000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7948bd1b2000-7948bd32c000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7948bd32c000-79493d32c000 ---p 00000000 00:00 0 
  1.1 MB	79493d32c000-79493d44c000 rw-p 00000000 00:00 0 
  6.0 GB	79493d44c000-794abd32c000 ---p 00000000 00:00 0 
  4.0 KB	794abd32c000-794abd32d000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	794abd32d000-794abd455000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	794abd455000-794abd5cf000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	794abd5cf000-794b3d5cf000 ---p 00000000 00:00 0 
  1.1 MB	794b3d5cf000-794b3d6ef000 rw-p 00000000 00:00 0 
  6.0 GB	794b3d6ef000-794cbd5cf000 ---p 00000000 00:00 0 
  4.0 KB	794cbd5cf000-794cbd5d0000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	794cbd5d0000-794cbd6f8000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	794cbd6f8000-794cbd872000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	794cbd872000-794d3d872000 ---p 00000000 00:00 0 
  1.1 MB	794d3d872000-794d3d992000 rw-p 00000000 00:00 0 
  6.0 GB	794d3d992000-794ebd872000 ---p 00000000 00:00 0 
  4.0 KB	794ebd872000-794ebd873000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	794ebd873000-794ebd99b000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	794ebd99b000-794ebdb15000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	794ebdb15000-794f3db15000 ---p 00000000 00:00 0 
  1.1 MB	794f3db15000-794f3dc35000 rw-p 00000000 00:00 0 
  6.0 GB	794f3dc35000-7950bdb15000 ---p 00000000 00:00 0 
  4.0 KB	7950bdb15000-7950bdb16000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7950bdb16000-7950bdc3e000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7950bdc3e000-7950bddb8000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7950bddb8000-79513ddb8000 ---p 00000000 00:00 0 
  1.1 MB	79513ddb8000-79513ded8000 rw-p 00000000 00:00 0 
  6.0 GB	79513ded8000-7952bddb8000 ---p 00000000 00:00 0 
  4.0 KB	7952bddb8000-7952bddb9000 r--p 00000000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.2 MB	7952bddb9000-7952bdee1000 r-xp 00001000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  1.5 MB	7952bdee1000-7952be05b000 r--p 00129000 08:00 257022                     /home/tramlot/master/extending-kubernetes-api-in-process-poc/poc/temp/wasm/cache/483ea79d02b9309234716d5fc9aee776cc5eae57adfe88f68e6fc03451b324c3.wasm
  2.0 GB	7952be05b000-79533e05b000 ---p 00000000 00:00 0 
  1.1 MB	79533e05b000-79533e17b000 rw-p 00000000 00:00 0 
  6.0 GB	79533e17b000-7954be05b000 ---p 00000000 00:00 0 
